自助重复,结果类型,项目,数值
150,原尺度边际效应（百分点）,孕周平均,0.34649897244086647
150,链接尺度参数,BMI个体内偏差,-0.007101900301381703
150,链接尺度参数,妇间BMI中心化,-0.017673552237253486
150,链接尺度参数,孕周中心化,0.045571577615489835
150,链接尺度参数,孕周二次项,0.004433985830272147
150,链接尺度参数,年龄中心化,-0.015863533256068846
150,链接尺度参数,截距,-2.6610677748144855
150,链接尺度参数,生产次数中心化,0.23472592235498696
151,原尺度边际效应（百分点）,个体内BMI,-0.13437147879847844
151,原尺度边际效应（百分点）,妇间BMI,-0.11477316008863486
151,原尺度边际效应（百分点）,孕周平均,0.3697524286139001
151,链接尺度参数,BMI个体内偏差,-0.020023804542770814
151,链接尺度参数,妇间BMI中心化,-0.01710329710531542
151,链接尺度参数,孕周中心化,0.047366227281513115
151,链接尺度参数,孕周二次项,0.005144411833687717
151,链接尺度参数,年龄中心化,-0.02087780941142782
151,链接尺度参数,截距,-2.664248235026663
151,链接尺度参数,生产次数中心化,0.20060285940302983
152,原尺度边际效应（百分点）,个体内BMI,-0.1588249113322638
152,原尺度边际效应（百分点）,妇间BMI,-0.14717470802411556
152,原尺度边际效应（百分点）,孕周平均,0.33414700196734387
152,链接尺度参数,BMI个体内偏差,-0.024428290170561192
152,链接尺度参数,妇间BMI中心化,-0.022636414169685596
152,链接尺度参数,孕周中心化,0.04303855195035402
152,链接尺度参数,孕周二次项,0.006062101565308015
152,链接尺度参数,年龄中心化,-0.015930414373417825
152,链接尺度参数,截距,-2.715597759946113
152,链接尺度参数,生产次数中心化,0.20353353828126344
153,原尺度边际效应（百分点）,个体内BMI,-0.19935863828942174
153,原尺度边际效应（百分点）,妇间BMI,-0.11670553747844113
153,原尺度边际效应（百分点）,孕周平均,0.3338949586967586
153,链接尺度参数,BMI个体内偏差,-0.031620653042046226
153,链接尺度参数,妇间BMI中心化,-0.01851088741554232
153,链接尺度参数,孕周中心化,0.0450625308981778
153,链接尺度参数,孕周二次项,0.005534592156944539
153,链接尺度参数,年龄中心化,-0.023225489918862377
153,链接尺度参数,截距,-2.7427045818678737
153,链接尺度参数,生产次数中心化,0.15838601715840359
154,原尺度边际效应（百分点）,个体内BMI,0.019869576692367514
154,原尺度边际效应（百分点）,妇间BMI,-0.17893656131328817
154,原尺度边际效应（百分点）,孕周平均,0.33672916054971974
154,链接尺度参数,BMI个体内偏差,0.003143903194663634
154,链接尺度参数,妇间BMI中心化,-0.028312592435402392
154,链接尺度参数,孕周中心化,0.045505597562186785
154,链接尺度参数,孕周二次项,0.005078788057936386
154,链接尺度参数,年龄中心化,-0.01009728453439862
154,链接尺度参数,截距,-2.732081523628828
154,链接尺度参数,生产次数中心化,0.13698623326836207
155,原尺度边际效应（百分点）,个体内BMI,-0.050700208178607944
155,原尺度边际效应（百分点）,妇间BMI,-0.2540973961629456
155,原尺度边际效应（百分点）,孕周平均,0.30510682346238316
155,链接尺度参数,BMI个体内偏差,-0.008009365746890835
155,链接尺度参数,妇间BMI中心化,-0.04014103796245053
155,链接尺度参数,孕周中心化,0.042172785401887326
155,链接尺度参数,孕周二次项,0.004351558290717589
155,链接尺度参数,年龄中心化,-0.024499326879100673
155,链接尺度参数,截距,-2.720404136123629
155,链接尺度参数,生产次数中心化,0.07418891271200098
156,原尺度边际效应（百分点）,个体内BMI,-0.17945714164633858
156,原尺度边际效应（百分点）,妇间BMI,-0.22695752993859925
156,原尺度边际效应（百分点）,孕周平均,0.328681716279233
156,链接尺度参数,BMI个体内偏差,-0.027995233299305092
156,链接尺度参数,妇间BMI中心化,-0.03540527248665636
156,链接尺度参数,孕周中心化,0.04457807611738683
156,链接尺度参数,孕周二次项,0.004802488718357686
156,链接尺度参数,年龄中心化,-0.016538608028854675
156,链接尺度参数,截距,-2.711203523820255
156,链接尺度参数,生产次数中心化,0.15706146684154576
157,原尺度边际效应（百分点）,个体内BMI,-0.3987273439998283
157,原尺度边际效应（百分点）,妇间BMI,-0.1023424735873474
157,原尺度边际效应（百分点）,孕周平均,0.3011606215120737
157,链接尺度参数,BMI个体内偏差,-0.06300174453894751
157,链接尺度参数,妇间BMI中心化,-0.01617083571884857
157,链接尺度参数,孕周中心化,0.041693965613820744
157,链接尺度参数,孕周二次项,0.004869584082980377
157,链接尺度参数,年龄中心化,-0.021162341305411732
157,链接尺度参数,截距,-2.721989147590625
157,链接尺度参数,生产次数中心化,0.15673695305118704
158,原尺度边际效应（百分点）,个体内BMI,-0.09116382738566003
158,原尺度边际效应（百分点）,妇间BMI,-0.0952023888364809
158,原尺度边际效应（百分点）,孕周平均,0.3209632634532263
158,链接尺度参数,BMI个体内偏差,-0.01439936372126187
158,链接尺度参数,妇间BMI中心化,-0.01503725614974699
158,链接尺度参数,孕周中心化,0.04518446469941593
158,链接尺度参数,孕周二次项,0.003810324615213162
158,链接尺度参数,年龄中心化,-0.016351041044413733
158,链接尺度参数,截距,-2.7045774347643494
158,链接尺度参数,生产次数中心化,0.14698081722565579
159,原尺度边际效应（百分点）,个体内BMI,0.031189585292674706
159,原尺度边际效应（百分点）,妇间BMI,-0.06636503994002564
159,原尺度边际效应（百分点）,孕周平均,0.3268641687949255
159,链接尺度参数,BMI个体内偏差,0.004776071191765522
159,链接尺度参数,妇间BMI中心化,-0.010162499835237248
159,链接尺度参数,孕周中心化,0.04412395168721466
159,链接尺度参数,孕周二次项,0.004048129448289284
159,链接尺度参数,年龄中心化,-0.02009210396239868
159,链接尺度参数,截距,-2.675414394017367
159,链接尺度参数,生产次数中心化,0.2229988085363175
160,原尺度边际效应（百分点）,个体内BMI,-0.040403510644650184
160,原尺度边际效应（百分点）,妇间BMI,-0.29963157775542276
160,原尺度边际效应（百分点）,孕周平均,0.3197253443615928
160,链接尺度参数,BMI个体内偏差,-0.006510857752304892
160,链接尺度参数,妇间BMI中心化,-0.04828438295924548
160,链接尺度参数,孕周中心化,0.042892336859751745
160,链接尺度参数,孕周二次项,0.0060006527775938925
160,链接尺度参数,年龄中心化,-0.016500386535381745
160,链接尺度参数,截距,-2.775204529242252
160,链接尺度参数,生产次数中心化,0.12256355662421467
161,原尺度边际效应（百分点）,个体内BMI,-0.17720519874892202
161,原尺度边际效应（百分点）,妇间BMI,-0.12565170781439428
161,原尺度边际效应（百分点）,孕周平均,0.3503945744487778
161,链接尺度参数,BMI个体内偏差,-0.02695649182797828
161,链接尺度参数,妇间BMI中心化,-0.019114164024439145
161,链接尺度参数,孕周中心化,0.04495831102187613
161,链接尺度参数,孕周二次项,0.005875289184288609
161,链接尺度参数,年龄中心化,-0.011391032725232763
161,链接尺度参数,截距,-2.6995128514396387
161,链接尺度参数,生产次数中心化,0.22419309005303195
162,原尺度边际效应（百分点）,个体内BMI,-0.12395161611955315
162,原尺度边际效应（百分点）,妇间BMI,-0.2078285924349415
162,原尺度边际效应（百分点）,孕周平均,0.33659981448579435
162,链接尺度参数,BMI个体内偏差,-0.019072223692120697
162,链接尺度参数,妇间BMI中心化,-0.031978230930968174
162,链接尺度参数,孕周中心化,0.04485728118428591
162,链接尺度参数,孕周二次项,0.004883798959570689
162,链接尺度参数,年龄中心化,-0.001130465924256334
162,链接尺度参数,截距,-2.694501267431616
162,链接尺度参数,生产次数中心化,0.16517648681505953
163,原尺度边际效应（百分点）,个体内BMI,-0.1464973891023693
163,原尺度边际效应（百分点）,妇间BMI,-0.24113181413413678
163,原尺度边际效应（百分点）,孕周平均,0.3975530883654434
163,链接尺度参数,BMI个体内偏差,-0.021872662207031466
163,链接尺度参数,妇间BMI中心化,-0.03600197075347994
163,链接尺度参数,孕周中心化,0.05122804251413501
163,链接尺度参数,孕周二次项,0.0050673376241717185
163,链接尺度参数,年龄中心化,-0.007613518442580748
163,链接尺度参数,截距,-2.6678511761711055
163,链接尺度参数,生产次数中心化,0.1725029319760794
164,原尺度边际效应（百分点）,个体内BMI,-0.16250345194580865
164,原尺度边际效应（百分点）,妇间BMI,-0.14398883409257018
164,原尺度边际效应（百分点）,孕周平均,0.3382963111296196
164,链接尺度参数,BMI个体内偏差,-0.02554579247778744
164,链接尺度参数,妇间BMI中心化,-0.022635266086987488
164,链接尺度参数,孕周中心化,0.043642011295012974
164,链接尺度参数,孕周二次项,0.0067310320203945355
164,链接尺度参数,年龄中心化,-0.004919934306609592
164,链接尺度参数,截距,-2.750520837011203
164,链接尺度参数,生产次数中心化,0.10834078043614234
165,原尺度边际效应（百分点）,个体内BMI,-0.4407780944565554
165,原尺度边际效应（百分点）,妇间BMI,-0.10586143015759283
165,原尺度边际效应（百分点）,孕周平均,0.3215235613214373
165,链接尺度参数,BMI个体内偏差,-0.06751525021303702
165,链接尺度参数,妇间BMI中心化,-0.016215100148776296
165,链接尺度参数,孕周中心化,0.04301032873664446
165,链接尺度参数,孕周二次项,0.00506636822701619
165,链接尺度参数,年龄中心化,-0.013055889533264182
165,链接尺度参数,截距,-2.687760838922262
165,链接尺度参数,生产次数中心化,0.1389052513649546
166,原尺度边际效应（百分点）,个体内BMI,0.010116667118211346
166,原尺度边际效应（百分点）,妇间BMI,-0.13552947212283287
166,原尺度边际效应（百分点）,孕周平均,0.33792855046106657
166,链接尺度参数,BMI个体内偏差,0.001595981004477402
166,链接尺度参数,妇间BMI中心化,-0.02138080264255385
166,链接尺度参数,孕周中心化,0.04589724638727964
166,链接尺度参数,孕周二次项,0.004849382845496826
166,链接尺度参数,年龄中心化,-0.013202466668019476
166,链接尺度参数,截距,-2.7253952838987154
166,链接尺度参数,生产次数中心化,0.21035604499287597
167,原尺度边际效应（百分点）,个体内BMI,-0.11099484601043985
167,原尺度边际效应（百分点）,妇间BMI,-0.22951350851646
167,原尺度边际效应（百分点）,孕周平均,0.38584187313916624
167,链接尺度参数,BMI个体内偏差,-0.016969404662649786
167,链接尺度参数,妇间BMI中心化,-0.03508908513818744
167,链接尺度参数,孕周中心化,0.05082399321511758
167,链接尺度参数,孕周二次项,0.005050166428733282
167,链接尺度参数,年龄中心化,-0.011986565180184625
167,链接尺度参数,截距,-2.6958710793578655
167,链接尺度参数,生产次数中心化,0.17185652904521284
168,原尺度边际效应（百分点）,个体内BMI,-0.20800937394909302
168,原尺度边际效应（百分点）,妇间BMI,-0.24591942726721497
168,原尺度边际效应（百分点）,孕周平均,0.3095307386859553
168,链接尺度参数,BMI个体内偏差,-0.033390086697013065
168,链接尺度参数,妇间BMI中心化,-0.03947548536414366
168,链接尺度参数,孕周中心化,0.04500184524973486
168,链接尺度参数,孕周二次项,0.00341855165917614
168,链接尺度参数,年龄中心化,-0.02743085191245077
168,链接尺度参数,截距,-2.723510696314479
168,链接尺度参数,生产次数中心化,0.18669080518568146
169,原尺度边际效应（百分点）,个体内BMI,0.023511406332531223
169,原尺度边际效应（百分点）,妇间BMI,-0.12612783225056115
169,原尺度边际效应（百分点）,孕周平均,0.30673038876584496
169,链接尺度参数,BMI个体内偏差,0.0036977367882165347
169,链接尺度参数,妇间BMI中心化,-0.019836649443023463
169,链接尺度参数,孕周中心化,0.04159808723854364
169,链接尺度参数,孕周二次项,0.004718084031818129
169,链接尺度参数,年龄中心化,-0.026322339506762535
169,链接尺度参数,截距,-2.719007296803463
169,链接尺度参数,生产次数中心化,0.17957505026388706
170,原尺度边际效应（百分点）,个体内BMI,0.0413409273083683
170,原尺度边际效应（百分点）,妇间BMI,-0.08893237620001576
170,原尺度边际效应（百分点）,孕周平均,0.3200150633677967
170,链接尺度参数,BMI个体内偏差,0.006296523352911619
170,链接尺度参数,妇间BMI中心化,-0.013545046520037098
170,链接尺度参数,孕周中心化,0.04206064592564307
170,链接尺度参数,孕周二次项,0.004717464589607311
170,链接尺度参数,年龄中心化,-0.009919200442424517
170,链接尺度参数,截距,-2.677572601121943
170,链接尺度参数,生产次数中心化,0.18421153736122925
171,原尺度边际效应（百分点）,个体内BMI,-0.05771315653034598
171,原尺度边际效应（百分点）,妇间BMI,-0.1390799181756017
171,原尺度边际效应（百分点）,孕周平均,0.27011211844118005
171,链接尺度参数,BMI个体内偏差,-0.008954869684912211
171,链接尺度参数,妇间BMI中心化,-0.02157987221502785
